company_name,via,job_id,unique_key,xp,new_title,estado,cidade,is_remote,hard_skills,complemento,soft_skills,graduaçoes,metodologia_trabalho,tipo_contrato
NerdIn Vagas de TI, NerdIn,eyJqb2JfdGl0bGUiOiJFbmdlbmhlaXJvKGEpIGRlIERhZG9zIiwiaHRpZG9jaWQiOiJ2NFQ1RmlzSUFMS3J0MzNQQUFBQUFBPT0iLCJ1dWxlIjoidytDQUlRSUNJR1FuSmhlbWxzIiwiZ2wiOiJiciIsImhsIjoicHQtYnIiLCJmYyI6IkV2Y0JDcmNCUVU1MVYyaGpiVFJDY213M1NFdGtZMDF3YWpZeE9VaEtkREV3VFVRd2RuaExiRzVQYWw5clJXOVphV3RzZUcxalYzQkNiMkoyUjBwRVMzb3dWVkpWVmsxTmFXUndWSEpSZFRkQmJFNWhUVWxoY2tSdllsVXpXV3BJUzNsQ1dFeDFWR1ZIVVZCdldGUklhVmw1ZUc5bFN6Qm1iMVpZTlUxMlVtMTVkamxaV0ZSdlJIRndUWEE0U0VWeGFFOVhPRE4yT0RCSGFVWjJMVWRFZDFkNFgxWjFZMDFSYTNCS05tcGFiRXRTTW5SU2EzZzNZbUp4Um1wekVoZHRjMU4xV2xscFRrSTNVRFozWW10UWNHUlBUM2RCZHhvaVFWQllhRzAxV1ZoNmRWQk1aRVIyWlRaWVJrNTVZblJPUjI0eGFFWjVlV2RGZHciLCJmY3YiOiIzIiwiZmNfaWQiOiJmY180IiwiYXBwbHlfbGluayI6eyJ0aXRsZSI6IkFjZXNzZSBlbSBOZXJkSW4iLCJsaW5rIjoiaHR0cHM6Ly93d3cubmVyZGluLmNvbS5ici92YWdhLzcxNzQ1P3V0bV9jYW1wYWlnbj1nb29nbGVfam9ic19hcHBseVx1MDAyNnV0bV9zb3VyY2U9Z29vZ2xlX2pvYnNfYXBwbHlcdTAwMjZ1dG1fbWVkaXVtPW9yZ2FuaWMifX0=,f65007ee-eeb8-40e7-a0b8-952eac3d1249,Sênior,Engenheiro(a) de Dados,Remoto,Remoto,True,Azure,Big Data,,,,
Tecla T, LinkedIn,eyJqb2JfdGl0bGUiOiJEZXNlbnZvbHZlZG9yIEFuYWxpc3RhIGRlIERhZG9zIC0gUmVtb3RvIiwiaHRpZG9jaWQiOiJib25yMERqb2tsR0RUVmdvQUFBQUFBPT0iLCJ1dWxlIjoidytDQUlRSUNJR1FuSmhlbWxzIiwiZ2wiOiJiciIsImhsIjoicHQtYnIiLCJhcHBseV9saW5rIjp7InRpdGxlIjoiQWNlc3NlIGVtIExpbmtlZEluIiwibGluayI6Imh0dHBzOi8vYnIubGlua2VkaW4uY29tL2pvYnMvdmlldy9kZXNlbnZvbHZlZG9yLWFuYWxpc3RhLWRlLWRhZG9zLXJlbW90by1hdC10ZWNsYS10LTM4MDc0NDI0Njg/dXRtX2NhbXBhaWduPWdvb2dsZV9qb2JzX2FwcGx5XHUwMDI2dXRtX3NvdXJjZT1nb29nbGVfam9ic19hcHBseVx1MDAyNnV0bV9tZWRpdW09b3JnYW5pYyJ9fQ==,10803bc1-cdee-479a-abee-88205f0cac09,Não Informado,Analista de Dados,Remoto,Remoto,True,"SQL,Excel,KNIME,Mongo DB,MySQL,PostgreSQL,Oracle,Power Automate,Power Apps","Modelagem de dados,ETL,Modelagem de dados",,,Sprint,
Fato Consultoria em Ti, LinkedIn,eyJqb2JfdGl0bGUiOiJBbmFsaXN0YSBkZSBEYWRvcyIsImh0aWRvY2lkIjoiN2htSVctRXJsNnJjM2E3REFBQUFBQT09IiwidXVsZSI6IncrQ0FJUUlDSUdRbkpoZW1scyIsImdsIjoiYnIiLCJobCI6InB0LWJyIiwiYXBwbHlfbGluayI6eyJ0aXRsZSI6Ii5uRmcyZWJ7Zm9udC13ZWlnaHQ6NTAwfS5CaTZEZGN7Zm9udC13ZWlnaHQ6NTAwfUFjZXNzZSBlbSBMaW5rZWRJbiIsImxpbmsiOiJodHRwczovL2JyLmxpbmtlZGluLmNvbS9qb2JzL3ZpZXcvYW5hbGlzdGEtZGUtZGFkb3MtYXQtZmF0by1jb25zdWx0b3JpYS1lbS10aS0zODExMTEyODczP3V0bV9jYW1wYWlnbj1nb29nbGVfam9ic19hcHBseVx1MDAyNnV0bV9zb3VyY2U9Z29vZ2xlX2pvYnNfYXBwbHlcdTAwMjZ1dG1fbWVkaXVtPW9yZ2FuaWMifX0=,0f81469f-a45f-4b86-bcf8-889e2c46fadb,Não Informado,Analista de Dados,SP,São Paulo,False,Power BI,,,Informática,,
Oceaneering, VAGAS.com,eyJqb2JfdGl0bGUiOiJBbmFsaXN0YSBkZSBEYWRvcyBkZSBTdXJ2ZXkiLCJodGlkb2NpZCI6IlNac1VpNmlpN1R1ZF85MXFBQUFBQUE9PSIsInV1bGUiOiJ3K0NBSVFJQ0lHUW5KaGVtbHMiLCJnbCI6ImJyIiwiaGwiOiJwdC1iciIsImZjIjoiRXN3QkNvd0JRVTUxVjJoamJISkhOMmxEUlV0WWNFeEJZelkwTFc1VVZXZ3pkakZGTkRscFdWUjFOVFZXU1VodVdYZFNkMkpKTjJ0NmN6QmljSFZLYmpWck9XeFdWa0p3TVVnMVoxRlFkVTF0VEZSQ1gwNUxWRnB3UmtwRWFUaGFOVmhwY1haemFWRTJUMUphV2pKa2FHdFlUVUpwWVVkZlRtNWtiMVZqWVVaalYyRXdlQzFtY2tSV01rdEZXREZtVDNFU0YyNU5VM1ZhWlVzelNrdzJablp5TUZCdU5HbGljVUZuR2lKQlVGaG9iVFZhUTNsTU1IRkVOSEZIZEdrM1kwNXFOMXBuTTNSM2VYWktNVTlSIiwiZmN2IjoiMyIsImZjX2lkIjoiZmNfMSIsImFwcGx5X2xpbmsiOnsidGl0bGUiOiJBY2Vzc2UgZW0gVkFHQVMuY29tIiwibGluayI6Imh0dHBzOi8vd3d3LnZhZ2FzLmNvbS5ici92YWdhcy92MjU5OTI0Mi9hbmFsaXN0YS1kZS1kYWRvcy1kZS1zdXJ2ZXk/dXRtX2NhbXBhaWduPWdvb2dsZV9qb2JzX2FwcGx5XHUwMDI2dXRtX3NvdXJjZT1nb29nbGVfam9ic19hcHBseVx1MDAyNnV0bV9tZWRpdW09b3JnYW5pYyJ9fQ==,dc4bb580-d661-4fcd-aac7-80e78d9adb72,Não Informado,Analista de Dados,RJ,Macaé,False,,,,Física,,
Tecla T, Quickin,eyJqb2JfdGl0bGUiOiJBbmFsaXN0YSBBZG1pbmlzdHJhdGl2byAoZGFkb3MpICAtIFByZXNlbmNpYWwgLyBGb3J0YWxlemEiLCJodGlkb2NpZCI6IkZ5MVlxTGFXZkItWXdnMnVBQUFBQUE9PSIsInV1bGUiOiJ3K0NBSVFJQ0lHUW5KaGVtbHMiLCJnbCI6ImJyIiwiaGwiOiJwdC1iciIsImFwcGx5X2xpbmsiOnsidGl0bGUiOiJBY2Vzc2UgZW0gUXVpY2tpbiIsImxpbmsiOiJodHRwczovL2pvYnMucXVpY2tpbi5pby90ZWNsYXQvam9icy82NWE1NGU0YzQyZjNiNTAwMTMwMzllNTI/dXRtX2NhbXBhaWduPWdvb2dsZV9qb2JzX2FwcGx5XHUwMDI2dXRtX3NvdXJjZT1nb29nbGVfam9ic19hcHBseVx1MDAyNnV0bV9tZWRpdW09b3JnYW5pYyJ9fQ==,6be72332-828f-45a7-ac0e-2c4d9342daed,Não Informado,Analista Administrativo (dados)  - Presencial / Fortaleza,CE,Fortaleza ,False,,,Resolução de problemas,,,
SUPERH, Catho,eyJqb2JfdGl0bGUiOiJBTkFMSVNUQSBERSBEQURPUyIsImh0aWRvY2lkIjoiNEtHMkFYa3dPOTBrTEFDMUFBQUFBQT09IiwidXVsZSI6IncrQ0FJUUlDSUdRbkpoZW1scyIsImdsIjoiYnIiLCJobCI6InB0LWJyIiwiYXBwbHlfbGluayI6eyJ0aXRsZSI6IkFjZXNzZSBlbSBDYXRobyIsImxpbmsiOiJodHRwczovL3d3dy5jYXRoby5jb20uYnIvdmFnYXMvYW5hbGlzdGEtZGUtZGFkb3MvMjYzNjUwNDMvP3V0bV9jYW1wYWlnbj1nb29nbGVfam9ic19hcHBseVx1MDAyNnV0bV9zb3VyY2U9Z29vZ2xlX2pvYnNfYXBwbHlcdTAwMjZ1dG1fbWVkaXVtPW9yZ2FuaWMifX0=,1db6821e-457b-4ede-b834-257d2584cc61,Não Informado,Analista de Dados,PR,Toledo,False,"SQL,Pentaho,Power BI","Dashboard,ETL,Análise de dados",,Banco de Dados,,
Inter Carreiras, Greenhouse,eyJqb2JfdGl0bGUiOiJBTkFMSVNUQSBERSBEQURPUyBNQVJLRVRQTEFDRSAtIFNQIiwiaHRpZG9jaWQiOiJrdnNONHlkT291eURiVkN3QUFBQUFBPT0iLCJ1dWxlIjoidytDQUlRSUNJR1FuSmhlbWxzIiwiZ2wiOiJiciIsImhsIjoicHQtYnIiLCJhcHBseV9saW5rIjp7InRpdGxlIjoiQWNlc3NlIGVtIEdyZWVuaG91c2UiLCJsaW5rIjoiaHR0cHM6Ly9ib2FyZHMuZ3JlZW5ob3VzZS5pby9pbnRlci9qb2JzLzQyODk1NTMwMDU/Z2hfamlkPTQyODk1NTMwMDVcdTAwMjZ1dG1fY2FtcGFpZ249Z29vZ2xlX2pvYnNfYXBwbHlcdTAwMjZ1dG1fc291cmNlPWdvb2dsZV9qb2JzX2FwcGx5XHUwMDI2dXRtX21lZGl1bT1vcmdhbmljIn19,fca51621-b180-4d6d-b5ef-1b48ba724977,Não Informado,Analista de Dados,SP,São Paulo,False,"Tableau,Excel,Excel Avançado,Power BI",Dashboard,,,,
M.M.C. BEHNCK & CIA LTDA, Glassdoor,eyJqb2JfdGl0bGUiOiJBbmFsaXN0YSBkZSBEYWRvcyIsImh0aWRvY2lkIjoiWkd0MmVaUy02LVVVcUFPMUFBQUFBQT09IiwidXVsZSI6IncrQ0FJUUlDSUdRbkpoZW1scyIsImdsIjoiYnIiLCJobCI6InB0LWJyIiwiYXBwbHlfbGluayI6eyJ0aXRsZSI6IkFjZXNzZSBlbSBHbGFzc2Rvb3IiLCJsaW5rIjoiaHR0cHM6Ly93d3cuZ2xhc3Nkb29yLmNvbS5ici9qb2ItbGlzdGluZy9hbmFsaXN0YS1kZS1kYWRvcy1tLW0tYy1iZWhuY2stYW5kLWNpYS1sdGRhLUpWX0lDMjQ0MDYwNV9LTzAsMTdfS0UxOCw0My5odG0/amw9MTAwOTA2MzYxNzM1OFx1MDAyNnV0bV9jYW1wYWlnbj1nb29nbGVfam9ic19hcHBseVx1MDAyNnV0bV9zb3VyY2U9Z29vZ2xlX2pvYnNfYXBwbHlcdTAwMjZ1dG1fbWVkaXVtPW9yZ2FuaWMifX0=,52dfa55d-d0b7-400b-a7e3-a61b2af4a2c8,Não Informado,Analista de Dados,RR,Boa Vista,False,Excel,,,,,
Radix Engenharia e Software, Trampe De Casa,eyJqb2JfdGl0bGUiOiJBbmFsaXN0YSBkZSBQb3dlciBCSSBTw6puaW9yIiwiaHRpZG9jaWQiOiJCUjZkbm01VDJ2Z21OTU9YQUFBQUFBPT0iLCJ1dWxlIjoidytDQUlRSUNJR1FuSmhlbWxzIiwiZ2wiOiJiciIsImhsIjoicHQtYnIiLCJmYyI6IkVvd0NDc3dCUVU1MVYyaGpiamh1UmtkSVFtY3liamhVYmxwek5WcG1PRmx2Y0hkNk16ZDFRMVJRTUY5dE1qQjJjR0puY2t0dVUyTXpTSGxSVFUxalYyZEhRVkUzZURKeFFpMDRXbWx1Wld0UlgyY3hVM0ZPZUZWeGRETjNiamhvYTFwb1FrUkVWRFJLTkhWaloxaE5kSE5PV210VGExSjJaSFZRU2pGRVkzcEhlRzFpTldwd1MzUlFTekZOZW01ZlpWZFpUM2cyVEhOcFdscHFNV05JT0hoSGJubEtkMkU0UTBaQ1pGVTBTVXBRV2toUExXaE1SWGRtWVRsT2EzRktSRFpDVVhKS1gxUmxTMVV4WnpWR1JsaERFaGR1VFZOMVdtVkxNMHBNTm1aMmNqQlFialJwWW5GQlp4b2lRVkJZYUcwMVduRTBaRzA1T1hOVGVIUmliR1JWYlhkYU5WRnBNMUJHV0dOMVFRIiwiZmN2IjoiMyIsImZjX2lkIjoiZmNfMiIsImFwcGx5X2xpbmsiOnsidGl0bGUiOiJBY2Vzc2UgZW0gVHJhbXBlIERlIENhc2EiLCJsaW5rIjoiaHR0cHM6Ly93d3cudHJhbXBlZGVjYXNhLmNvbS5ici92YWdhLzIwMjQtMC1yYWRpeC1lbmdlbmhhcmlhLWUtc29mdHdhcmUtYW5hbGlzdGEtZGUtcG93ZXItYmktc2VuaW9yP3V0bV9jYW1wYWlnbj1nb29nbGVfam9ic19hcHBseVx1MDAyNnV0bV9zb3VyY2U9Z29vZ2xlX2pvYnNfYXBwbHlcdTAwMjZ1dG1fbWVkaXVtPW9yZ2FuaWMifX0=,25aca09d-2aea-462e-a656-73289b892b80,Sênior,Analista de Power BI Sênior,Remoto,Remoto,True,PowerBI,Visualização de dados,,,,
Cogna, Cogna - Gupy,eyJqb2JfdGl0bGUiOiJQRVNTT0EgQ09PUkRFTkFET1JBIERFIERBRE9TIChQRU9QTEUgQU5BTFlUSUNTKSAtIEFGSVJNQVRJVkEgUEFSQSBNVUxIRVJFUyIsImh0aWRvY2lkIjoiZEk1bWlzamkxNndnZWZRVUFBQUFBQT09IiwidXVsZSI6IncrQ0FJUUlDSUdRbkpoZW1scyIsImdsIjoiYnIiLCJobCI6InB0LWJyIiwiZmMiOiJFc3dCQ293QlFVNTFWMmhqYTNwU09VWmZhMjVpWDBKb1NITkdaREl6UW1vNWFqQkhTRUZuTTJSWVFYY3lha1JyVWtOd2NqaDFTWFowTVVsQlIzWTVkMWRJZW5relNFMUxTVVp2ZGtOSlRqZG9XRTFSV0ZsMVJ6VldSRWxrYlRGMFJVeFBZa05TV1dZNFIxZzVXbXQyTm13NFRtY3dVVVF5UVZOeWJYTnNNMUpuY0ZWdlZXazJNVkpwWWt0TFpITm9WalVTRjI1TlUzVmFaVXN6U2t3MlpuWnlNRkJ1TkdsaWNVRm5HaUpCVUZob2JUVmlTa1ppVkZWaGNDMHRNaTFYU2xSeVVtUkhZMXBPUWxZMVJXMUIiLCJmY3YiOiIzIiwiZmNfaWQiOiJmY18zIiwiYXBwbHlfbGluayI6eyJ0aXRsZSI6IkFjZXNzZSBlbSBDb2duYSAtIEd1cHkiLCJsaW5rIjoiaHR0cHM6Ly9jb2duYS5ndXB5LmlvL2pvYnMvNjYwOTA0MT9qb2JCb2FyZFNvdXJjZT1ndXB5X3B1YmxpY19wYWdlXHUwMDI2dXRtX2NhbXBhaWduPWdvb2dsZV9qb2JzX2FwcGx5XHUwMDI2dXRtX3NvdXJjZT1nb29nbGVfam9ic19hcHBseVx1MDAyNnV0bV9tZWRpdW09b3JnYW5pYyJ9fQ==,a0425c95-0f0c-473a-b67a-99ea3515ef3b,Não Informado,PESSOA COORDENADORA DE DADOS (PEOPLE ANALYTICS) - AFIRMATIVA PARA...,SP,São Paulo,False,"Python,SQL,Excel","Análise Estatística,Modelagem preditiva,Análise de dados,Visualização de dados,Estatística,Análise estatística","Gestão de Projetos,Aprendizado Contínuo",Estatística,Ágil,
HEINEKEN, Careers At HEINEKEN - The HEINEKEN Company,eyJqb2JfdGl0bGUiOiJHZXJlbnRlIFRlY25vbG9naWEgSW5mb3JtYWNhbyBTUiIsImh0aWRvY2lkIjoiXzFSV2lkNktoMG82Z19xM0FBQUFBQT09IiwidXVsZSI6IncrQ0FJUUlDSUdRbkpoZW1scyIsImdsIjoiYnIiLCJobCI6InB0LWJyIiwiZmMiOiJFc3dCQ293QlFVNTFWMmhqYldwTlNIRmlaVUZPVm5GdVNVNWxjRFJxVmxKM1ExUlpOR1p3VUhKS1N6SjJUa1JrYVUxemRFMVphbVoyYnpjd09WSm5OVkEzYUZNMVYxQnVOVmxyY2s5clIyZFJOVVJVVWtGbk5XUXRUWGc0TkZkVVVVeHJZM1ZmWjFkSlowUlNiV3hxWVdZNVlVMVRkRlZWYVZwWVVUZDRWVzlNV1hCd1Z6TjFOMDFUYW1OQ1FVNUljVEFTRjI1TlUzVmFaVXN6U2t3MlpuWnlNRkJ1TkdsaWNVRm5HaUpCVUZob2JUVmFSbG80ZVdNNVYybDRSV1ZQVGxGaWJUWlhVMFJPZEhoTVR5MUIiLCJmY3YiOiIzIiwiZmNfaWQiOiJmY180IiwiYXBwbHlfbGluayI6eyJ0aXRsZSI6IkFjZXNzZSBlbSBDYXJlZXJzIEF0IEhFSU5FS0VOIC0gVGhlIEhFSU5FS0VOIENvbXBhbnkiLCJsaW5rIjoiaHR0cHM6Ly9jYXJlZXJzLnRoZWhlaW5la2VuY29tcGFueS5jb20vQnJhemlsL2pvYi9TJUMzJUEzby1QYXVsby1HZXJlbnRlLVRlY25vbG9naWEtSW5mb3JtYWNhby1TUi8xMDE5NDI4NTAxLz91dG1fY2FtcGFpZ249Z29vZ2xlX2pvYnNfYXBwbHlcdTAwMjZ1dG1fc291cmNlPWdvb2dsZV9qb2JzX2FwcGx5XHUwMDI2dXRtX21lZGl1bT1vcmdhbmljIn19,28b247dc-ef8d-465c-bfd9-ac85cbd0bf68,Sênior,Gerente Tecnologia Informacao SR,SP,São Paulo,False,"Python,SQL,Databricks,Synapse,Azure,Azure Data Factory,Power BI,Data Factory,SQL Server","Arquitetura de Dados,Machine Learning,ETL",Iniciativa,"Banco de Dados,Machine Learning",DevOps,
Andali S/A, WhatJobs,eyJqb2JfdGl0bGUiOiJBbmFsaXN0YSBkZSBEYWRvcyBKciIsImh0aWRvY2lkIjoiQzlPeFNXMTJDRnVNSENYV0FBQUFBQT09IiwidXVsZSI6IncrQ0FJUUlDSUdRbkpoZW1scyIsImdsIjoiYnIiLCJobCI6InB0LWJyIiwiZmMiOiJFdUlCQ3FJQlFVNTFWMmhqYlVwS1ZYTTRhRk5ZU1RkMGRtRlVWRTV0UVY5NmF6ZzRiek40WW1OdmMyVlFTMVZRY0VJNVJFUmtaakZZYmpsMlpVaFhkbkpLYjBRd1IxRnNVVWR6YVZWTk5rTnNSbDlUVWpGSlFtSmxTREZxVDJSVFlYQlNaVTVtVERSbU4xaEVaamRLUzNGVVgxZHlaWFJyY1U5aGVXTnpabWhCZGpGUWFVa3dWWGh1VUhNeVMwNUZVa3R3V0RBeFIxWnpVRTVxT0VaUlJ5MW9iVEZTWlhKM0VoZHVUVk4xV21WTE0wcE1ObVoyY2pCUWJqUnBZbkZCWnhvaVFWQllhRzAxV2pKdE5WVlBVbE10U0RWSk9WcGhOVW8wUjA1TWNGVlRWa3hVWnciLCJmY3YiOiIzIiwiZmNfaWQiOiJmY181IiwiYXBwbHlfbGluayI6eyJ0aXRsZSI6IkFjZXNzZSBlbSBXaGF0Sm9icyIsImxpbmsiOiJodHRwczovL2JyLndoYXRqb2JzLmNvbS9lbXByZWdvLXBhcmEtQW5hbGlzdGEtZGUtRGFkb3MtZW0tY3VyaXRpYmEtY29vcDIwNzkzMzg0MD91dG1fY2FtcGFpZ249Z29vZ2xlX2pvYnNfYXBwbHlcdTAwMjZ1dG1fc291cmNlPWdvb2dsZV9qb2JzX2FwcGx5XHUwMDI2dXRtX21lZGl1bT1vcmdhbmljIn19,b97421f2-5fdb-4f61-8a1f-a7b2f43d1ba3,Júnior,Analista de Dados,PR,Curitiba,False,,"Arquitetura de Dados,Dashboard,Análise de dados,Estatística,Pipeline de dados",Resolução de problemas,"Matemática,Estatística",,
HEINEKEN, Careers At HEINEKEN - The HEINEKEN Company,eyJqb2JfdGl0bGUiOiJHZXJlbnRlIFRlY25vbG9naWEgSW5mb3JtYWNhbyBTUiIsImh0aWRvY2lkIjoiXzFSV2lkNktoMG82Z19xM0FBQUFBQT09IiwidXVsZSI6IncrQ0FJUUlDSUdRbkpoZW1scyIsImdsIjoiYnIiLCJobCI6InB0LWJyIiwiZmMiOiJFc3dCQ293QlFVNTFWMmhqYlVOR1JVUlhlVWxXVWtOaVJXTllhQzEwY0ZKUE9HUlFRVnA1UlVscldVbDNTbkZ5T0dzNWJVZERPRmxKZFhaeE1WSjNWVGs1V2pCV2QxUlpOMjl0ZWt4T2VEQktha0ZmVVRWWGVsSnVYMmR5YkV0c1VVVnlWblp2Y0RsbVdrMTZRMk55V0c5WFdYYzRhVWwzUmxwNE5XeDVjWFZ4TkhWSGExOVZVbnBHY1VoaFdGbFVSazBTRjI5alUzVmFZbFJSU3psVFJtdDJVVkJwYzNGMWVVRTBHaUpCVUZob2JUVmlXVEl4WkZSTGJEZE1PVzV0TWxwdmRWUm5jSFJwVVcwMFZFbG4iLCJmY3YiOiIzIiwiZmNfaWQiOiJmY18xIiwiYXBwbHlfbGluayI6eyJ0aXRsZSI6Ii5uRmcyZWJ7Zm9udC13ZWlnaHQ6NTAwfS5CaTZEZGN7Zm9udC13ZWlnaHQ6NTAwfUFjZXNzZSBlbSBDYXJlZXJzIEF0IEhFSU5FS0VOIC0gVGhlIEhFSU5FS0VOIENvbXBhbnkiLCJsaW5rIjoiaHR0cHM6Ly9jYXJlZXJzLnRoZWhlaW5la2VuY29tcGFueS5jb20vQnJhemlsL2pvYi9TJUMzJUEzby1QYXVsby1HZXJlbnRlLVRlY25vbG9naWEtSW5mb3JtYWNhby1TUi8xMDE5NDI4NTAxLz91dG1fY2FtcGFpZ249Z29vZ2xlX2pvYnNfYXBwbHlcdTAwMjZ1dG1fc291cmNlPWdvb2dsZV9qb2JzX2FwcGx5XHUwMDI2dXRtX21lZGl1bT1vcmdhbmljIn19,0faf2a72-4b11-4871-85a6-1c293e8ec7e1,Sênior,Gerente Tecnologia Informacao SR,SP,São Paulo,False,"Python,SQL,Databricks,Synapse,Azure,Azure Data Factory,Power BI,Data Factory,SQL Server","Arquitetura de Dados,Machine Learning,ETL",Iniciativa,"Banco de Dados,Machine Learning",DevOps,
Omnisaude, WhatJobs,eyJqb2JfdGl0bGUiOiJFc3TDoWdpbyBlbSBBbsOhbGlzZSBkZSBEYWRvcyIsImh0aWRvY2lkIjoiY042bUZBQkotemlVTTF2aUFBQUFBQT09IiwidXVsZSI6IncrQ0FJUUlDSUdRbkpoZW1scyIsImdsIjoiYnIiLCJobCI6InB0LWJyIiwiYXBwbHlfbGluayI6eyJ0aXRsZSI6IkFjZXNzZSBlbSBXaGF0Sm9icyIsImxpbmsiOiJodHRwczovL2JyLndoYXRqb2JzLmNvbS9lbXByZWdvLXBhcmEtRXN0JUMzJUExZ2lvLWVtLUFuJUMzJUExbGlzZS1lbS1hbiVDMyVBMXBvbGlzLWNvb3AyMDc5MzI0NTY/dXRtX2NhbXBhaWduPWdvb2dsZV9qb2JzX2FwcGx5XHUwMDI2dXRtX3NvdXJjZT1nb29nbGVfam9ic19hcHBseVx1MDAyNnV0bV9tZWRpdW09b3JnYW5pYyJ9fQ==,c36496d5-230b-4703-8e47-4e5cc0425f15,estágio,Estágio em Análise de Dados,GO,Anápolis,False,PowerBI,"Dashboard,Análise de dados",,"Matemática,Banco de Dados",,
Mazza Tech, NerdIn,eyJqb2JfdGl0bGUiOiJDaWVudGlzdGEgZGUgRGFkb3MiLCJodGlkb2NpZCI6IllfbjBfR21Zc2tHNGQ3ZEdBQUFBQUE9PSIsInV1bGUiOiJ3K0NBSVFJQ0lHUW5KaGVtbHMiLCJnbCI6ImJyIiwiaGwiOiJwdC1iciIsImFwcGx5X2xpbmsiOnsidGl0bGUiOiJBY2Vzc2UgZW0gTmVyZEluIiwibGluayI6Imh0dHBzOi8vbmVyZGluLmNvbS5ici92YWdhLzcxNjk1P3V0bV9jYW1wYWlnbj1nb29nbGVfam9ic19hcHBseVx1MDAyNnV0bV9zb3VyY2U9Z29vZ2xlX2pvYnNfYXBwbHlcdTAwMjZ1dG1fbWVkaXVtPW9yZ2FuaWMifX0=,c5fc995a-b266-41ea-b811-d2075110e1b2,Não Informado,Cientista de Dados,RJ,Rio de Janeiro,False,"Python,Excel,Bokeh,Pandas,NumPy","Dashboard,Machine Learning,Análise de dados,Estatística",,"Estatística,Física,Machine Learning",,
FELEX RECURSOS HUMANOS, Zinrecbr.intervieweb.it,eyJqb2JfdGl0bGUiOiJWZW5kZWRvcihhKSAtIENhcmFwaWN1w61iYSIsImh0aWRvY2lkIjoiZDQyWlNKMGFnRXlFejkxLUFBQUFBQT09IiwidXVsZSI6IncrQ0FJUUlDSUdRbkpoZW1scyIsImdsIjoiYnIiLCJobCI6InB0LWJyIiwiYXBwbHlfbGluayI6eyJ0aXRsZSI6IkFjZXNzZSBlbSBaaW5yZWNici5pbnRlcnZpZXdlYi5pdCIsImxpbmsiOiJodHRwczovL3ppbnJlY2JyLmludGVydmlld2ViLml0L2ZlbGV4Y29hY2hpbmcvam9icy92ZW5kZWRvcmEtY2FyYXBpY3VpYmEtNDAyMy9ici8/ZD1nb29nbGUtam9ic1x1MDAyNnV0bV9jYW1wYWlnbj1nb29nbGVfam9ic19hcHBseVx1MDAyNnV0bV9zb3VyY2U9Z29vZ2xlX2pvYnNfYXBwbHlcdTAwMjZ1dG1fbWVkaXVtPW9yZ2FuaWMifX0=,64532997-614b-4601-9a87-e295f5bdae95,Não Informado,Vendedor(a) - Carapicuíba,SP,Carapicuíba ,False,,,,,,
BNE - Banco Nacional de Empregos, LinkedIn,eyJqb2JfdGl0bGUiOiJBbmFsaXN0YSBkZSBCYW5jbyBkZSBEYWRvcyIsImh0aWRvY2lkIjoiVS1VZ183VjdtUmw2OEpMdkFBQUFBQT09IiwidXVsZSI6IncrQ0FJUUlDSUdRbkpoZW1scyIsImdsIjoiYnIiLCJobCI6InB0LWJyIiwiYXBwbHlfbGluayI6eyJ0aXRsZSI6IkFjZXNzZSBlbSBMaW5rZWRJbiIsImxpbmsiOiJodHRwczovL2JyLmxpbmtlZGluLmNvbS9qb2JzL3ZpZXcvYW5hbGlzdGEtZGUtYmFuY28tZGUtZGFkb3MtYXQtYm5lLWJhbmNvLW5hY2lvbmFsLWRlLWVtcHJlZ29zLTM4MTA3MDg4NjA/dXRtX2NhbXBhaWduPWdvb2dsZV9qb2JzX2FwcGx5XHUwMDI2dXRtX3NvdXJjZT1nb29nbGVfam9ic19hcHBseVx1MDAyNnV0bV9tZWRpdW09b3JnYW5pYyJ9fQ==,4e83775a-3630-4d99-bdcd-fbee510ff032,Não Informado,Analista de Banco de Dados,PE,Recife,False,"SQL,Excel,Excel Avançado,Power BI",,,,,
